"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"7138_3",106,"4888","Drestedt/Langeloh - Tostedt",3,"","",""
"7137_3",106,"4887","Wümme/Quellen - Tostedt",3,"","",""
"7135_3",106,"4801","Ortsverkehr Tostedt",3,"","",""
"7134_3",106,"4717","Tostedt - Buchholz - Nenndorf - Finkenwerder",3,"","",""
"7133_3",106,"4716","Heidenau - Moisburg - Neu Wulmstorf - Finkenwerder",3,"","",""
"7132_3",106,"4715","Wistedt - Tostedt - Hollenstedt - Rübke - Finkenwerder",3,"","",""
"7131_3",106,"4714","Lüneburg - Finkenwerder",3,"","",""
"7130_3",106,"4710","(Schneverdingen) - Tostedt - Wenzendorf - Neu Wulmstorf - Finkenwerder",3,"","",""
"7129_3",106,"4701","Soltau - Heber - Schneverdingen - Sprötze - Finkenwerder",3,"","",""
"7128_3",106,"4700","Jesteburg - Buchholz - Tötensen - Finkenwerder",3,"","",""
"7127_3",106,"4684","Hollenstedt - Regesbostel - Moisburg",3,"","",""
"7126_3",106,"4683","Moisburg / Rahmstorf / Eversen / Wennerstorf - SZ Hollenstedt",3,"","",""
"7125_3",106,"4682","Rübke - Neu Wulmstorf",3,"","",""
"7124_3",106,"4681","Halvesbostel - Hollenstedt - Moisburg - Neu Wulmstorf",3,"","",""
"7123_3",106,"4664","Buchholz - Schierhorn - Jesteburg - Ohlendorf - Stelle",3,"","",""
"7122_3",106,"4663","Wuhlenburg  - Stelle - Ashausen - Winsen - Roydorf",3,"","",""
"7121_3",106,"4662","Rottorf - Borstel - Winsen - Roydorf",3,"","",""
"7120_3",106,"4661","Hittfeld - Maschen - Stelle - Winsen  Gültig bis 20.12.2019",3,"","",""
"7119_3",106,"4650","Buchholz - Holm-Seppensen - Kakenstorf",3,"","",""
"7118_3",106,"4643","Heidenau - Holvede - Tostedt",3,"","",""
"7117_3",106,"4642","Drestedt - Kakenstorf - Todtglüsingen - Tostedt",3,"","",""
"7116_3",106,"4641","Kamperlien - Inzmühlen - Welle - Tostedt - Kakenstorf",3,"","",""
"7115_3",106,"4640","Todtshorn - Otter - Königsmoor - Wistedt - Tostedt",3,"","",""
"7114_3",106,"4633","Maschen - Hittfeld - Bendestorf - Jesteburg",3,"","",""
"7113_3",106,"4632","Stöckte  - Winsen - Maschen - Jesteburg - Buchholz",3,"","",""
"7112_3",106,"4631","Salzhausen  - Holm-Seppensen - Buchholz",3,"","",""
"7111_3",106,"4630","Beckedorf  - Harmstorf - Jesteburg - Lüllau/Reindorf - Buchholz",3,"","",""
"7110_3",106,"4624","Meckelfeld - Hittfeld - Eckel - Buchholz",3,"","",""
"7109_3",106,"4623","Hollenstedt - Trelde - Buchholz",3,"","",""
"7108_3",106,"4621","Wistedt - Königsmoor - Tostedt - Welle - Buchholz",3,"","",""
"7107_3",106,"4620","Rosengarten - Dibbersen - GS Steinbeck - Buchholz",3,"","",""
"7106_3",106,"4618","Garstedt -Vierhöfen-Lübberstedt- Salzhausen",3,"","",""
"7105_3",106,"4615","Hanstedt - Egestorf - Salzhausen",3,"","",""
"7104_3",106,"4613","Buchholz/Wesel - Evendorf - Hanstedt - Jesteburg",3,"","",""
"7103_3",106,"4611","Anfahrten Schülerverkehr Samtgemeinde Hanstedt",3,"","",""
"7102_3",106,"4609","Klecken - Eckel - Nenndorf",3,"","",""
"7101_3",106,"4608","Sieversen - Tötensen - Nenndorf",3,"","",""
"7100_3",106,"4604","Ehestorf - Tötensen - Hittfeld",3,"","",""
"7099_3",106,"4603","Eckel - Klecken - Hittfeld",3,"","",""
"7098_3",106,"4602","Jesteburg - Bendestorf - Hittfeld",3,"","",""
"7097_3",106,"548","Hörsten  - Meckelfeld - GS Maschen",3,"","",""
"7096_3",106,"448","Holtorfsloh/Marxen - Ramelsloh - Hittfeld",3,"","",""
"7095_3",106,"447","Meckelfeld - Emmelndorf - Hittfeld",3,"","",""
"7094_3",106,"4410","Winsen - Pattensen - Vierhöfen - Putensen",3,"","",""
"7093_3",106,"4409","Pattensen  - Scharmbeck - Winsen",3,"","",""
"7092_3",106,"4408","Buchholz - Asendorf - Brackel - Tangendorf",3,"","",""
"7091_3",106,"4407","Hanstedt - Brackel - Winsen/Luhe",3,"","",""
"7090_3",106,"4406","Winsen - Toppenstedt  - Salzhausen - Egestorf - Evendorf  mit Salzhausen-Sprinter",3,"","",""
"7089_3",106,"4405","Winsen/Luhe - Drage - Stove - Rönne - Niedermarschacht",3,"","",""
"7088_3",106,"4404","Winsen - Laßrönne- Oldershausen - Niedermarschacht",3,"","",""
"7086_3",106,"348","Horst - Maschen-Heide - Bf. Hittfeld",3,"","",""
"7085_3",106,"347","Hittfeld - Jehrden - Maschen - Meckelfeld",3,"","",""
"7084_3",106,"248","Holtorfsloh - Ramelsloh - Bf. Meckelfeld",3,"","",""
"7083_3",106,"247","Emmelndorf - Fleestedt - Meckelfeld",3,"","",""
"7081_3",106,"4207","Evendorf  - Hanstedt - Jesteburg - Buchholz",3,"","",""
"7079_3",106,"4148","Hanstedt  - Jesteburg - Bendestorf - Hittfeld - Bf.Harburg",3,"","",""
"7078_3",106,"4103","Holm-Seppensen Süd - Treffpunkt - Möbel Kraft",3,"","",""
"7077_3",106,"4102","Grundschule Steinbeck - Treffpunkt - Bäckerstraße",3,"","",""
"7076_3",106,"4101","Seppensen (Friedhof) - Treffpunkt - Freudenthalstraße - Märchensiedlung",3,"","",""
"7075_3",106,"4039","Regesbostel  - Hollenstedt - Elstorf -  Neu Wulmstorf",3,"","",""
"7074_3",106,"4038","Neu Wulmstorf - Wennerstorf - Buchholz",3,"","",""
"7073_3",106,"4037","Buchholz - Sprötze - Trelde - Kakenstorf - Hollenstedt",3,"","",""
"7071_3",106,"4002","Bf. Winsen - Krankenhaus - Messerschmittstr. (Süd)",3,"","",""
"7070_3",106,"4001","Bf. Winsen - Altstadtring -  Luhe-Park",3,"","",""
"7068_3",106,"2719","Buxtehude - Hove -  Finkenwerder",3,"","",""
"7067_3",106,"2718","Wiepenkathen - Stade - Dollern - Jork - Königreich - Finkenwerder (Baustelle BÜ Dollern)",3,"","",""
"7066_3",106,"2713","Harsefeld - Bliedersdorf - Horneburg - Finkenwerder",3,"","",""
"7065_3",106,"2712","Gräpel - Heinbockel - Haddorf - Stade - Finkenwerder",3,"","",""
"7064_3",106,"2711","Sittensen - Wiegersen - Sauensiek - Buxtehude - Finkenwerder",3,"","",""
"7063_3",106,"2708","Schwinge - Stade - Hollern - Grünendeich - Finkenwerder",3,"","",""
"7062_3",106,"2707","Wedel - Fredenbeck - Horneburg - Buxtehude - Finkenwerder",3,"","",""
"7061_3",106,"2706","Mulsum - Kutenholz - Bargstedt - Horneburg - Jork - Finkenwerder",3,"","",""
"7060_3",106,"2704","Drochtersen - Bützfleth - Hollern - Borstel - Finkenwerder",3,"","",""
"7059_3",106,"2703","Zeven - Finkenwerder",3,"","",""
"7048_3",106,"2129","Neulandermoor - Altendorfermoor - Wischhafen - Freiburg",3,"","",""
"7046_3",106,"2104","Buxtehude Bahnhof (Süd) - Alter Postweg - Immenbeck - Ovelgönne - Ketzendorf",3,"","",""
"7045_3",106,"2103","Buxtehude ZOB - Heitmannshausen - Hedendorf ( - Bliedersdorf - Nottensdorf - Grundoldend.)",3,"","",""
"7044_3",106,"2102","Buxtehude ZOB - Bahnhof (Süd) - Hauptstraße - Krankenhaus - Heideweg",3,"","",""
"7043_3",106,"2101","Buxtehude ZOB -  Bahnhof (Süd) - Kellerkuhle - Delmer Bogen - Torfweg (SZ Süd)",3,"","",""
"7042_3",106,"2096","Kaken - Behrste - Gräpel - Estorf - Oldendorf",3,"","",""
"7041_3",106,"2094","Oldendorf - Himmelpforten",3,"","",""
"7040_3",106,"2093","Gräpel - Kranenburg - Burweg - Estorf - Oldendorf - Himmelpforten",3,"","",""
"7039_3",106,"2092","Neuland - Engelschoff - Burg - Himmelpforten",3,"","",""
"7038_3",106,"2091","Heinbockel - Hagenah - Oldendorf",3,"","",""
"7030_3",106,"2079","Oederquart - Freiburg - Wischhafen",3,"","",""
"7029_3",106,"2074","Barnkrug - Drochtersen",3,"","",""
"7028_3",106,"2073","Drochtersen - Krautsand",3,"","",""
"7027_3",106,"2072","Hüll - Drochtersen",3,"","",""
"7026_3",106,"2070","Groß Sterneberg - Hammah",3,"","",""
"7025_3",106,"2069","Mittelsdorf - Hammah",3,"","",""
"7024_3",106,"2068","Groß Sterneberg - Himmelpforten",3,"","",""
"7023_3",106,"2067","Nindorf - Beckdorf - Apensen",3,"","",""
"7022_3",106,"2066","Wangersen - Ahlerstedt",3,"","",""
"7021_3",106,"2065","Großenwörden - Himmelpforten",3,"","",""
"7020_3",106,"2057","Breitendeich -  Freiburg - Wischhafen - Neuland - Hemmoor / Warstade (Sperrung B495)",3,"","",""
"7019_3",106,"2038","Buxtehude  - Eilendorf - Moisburg - Eversen - Hollenstedt",3,"","",""
"7018_3",106,"2037","Baustellen-Fahrplan  Wolfsbruchermoor- Drochtersermoor-Asselermoor- Stade",3,"","",""
"7017_3",106,"2036","Buxtehude  - Apensen  - Harsefeld / Klein Wohnste",3,"","",""
"7016_3",106,"2035","Buxtehude  - Apensen - Nindorf - Beckdorf - Sauensiek - Ahlerstedt",3,"","",""
"7013_3",106,"2030","Buxtehude - Dammhausen - Jork - Lühe - Steinkirchen",3,"","",""
"7011_3",106,"2028","Stade- Düdenbüttel-Hagenah-Elm- Bremervörde (Baustelle Glückstädter Str.)",3,"","",""
"7010_3",106,"2027","Stade - Düdenbüttel - Himmelpforten - Oldendorf - Kranenburg - Gräpel (Baustelle Glückstädter Str.)",3,"","",""
"7009_3",106,"2025","Baustellen-Fahrplan Stade -Bützfleth-Drochtersen- Freiburg",3,"","",""
"7008_3",106,"2021","Bahnhof - Wiepenkathen - Ottenbeck - Bahnhof",3,"","",""
"7006_3",106,"2017","Baustellen-Fahrplan Hörne - Schölisch - Stadermoor - Beethovenstraße - Bockhorster Weg",3,"","",""
"7005_3",106,"2011","Baustellen-Fahrplan Bahnhof - Vincent-Lübeck-Gymnasium",3,"","",""
"7003_3",106,"2008","Beethovenstr./W.- Sietas-Str. - Bahnhof - Altländer Viertel u. zurück",3,"","",""
"7001_3",106,"2005","Pferdemarkt - Thuner Straße - Klein Thun und zurück",3,"","",""
"7000_3",106,"2004","Pferdemarkt  - Pommernstraße - Langobardenstraße - Frankenweg  und zurück",3,"","",""
"6998_3",106,"2002","Bahnhof - Pferdemarkt - Hohenwedel - Schwedenviertel  und zurück",3,"","",""
"6997_3",106,"1824","Otterndorf - Cadenberge - Hemmoor - Stade",3,"","",""
"6996_3",106,"1705","Althemmoor - Hechthausen - Himmelpforten - Stade - Finkenwerder",3,"","",""
"6991_3",106,"2001","Hagen - Riensförde - Bahnhof  - Krankenhaus - Hahle - Haddorf",3,"","",""
"8637_3",26,"8502","Bf. Ratzeburg - Vorstadtschule - Krankenhaus - SWR",3,"","",""
"5236_3",26,"8700","Ratzeburg  >  Mölln   > Hamburg-Wandsbek",3,"","",""
"5143_3",26,"8794","Ziethen > Mustin > Kittlitz > Salem > Sterley, Schule",3,"","",""
"5142_3",26,"8793","Sterley > Neu Sterley > Seedorf > Sterley, Schule > Ratzeburger Schulen",3,"","",""
"5141_3",26,"8792","Mustin > Kittlitz > Salem > Ratzeburger Schulen",3,"","",""
"5140_3",26,"8791","Mustin > Ziethen > Ratzeburger Schulen",3,"","",""
"5139_3",26,"8790","Bf. Ratzeburg > Salem >Sterley > Seedorf > Zarrentin am Schaalsee",3,"","",""
"5138_3",26,"8762","Alt Mölln > Bälau > Poggensee > Borstorf > Breitenfelde > Mölln, Schulberg",3,"","",""
"5137_3",26,"8761","Behlendorf > Bergrade > Nusse > Hammer > Mölln, Schulberg",3,"","",""
"5136_3",26,"8760","Mölln  >  Hammer  >  Nusse > Trittau",3,"","",""
"5135_3",26,"8755","Grambek > Mölln, Schulberg (> Mölln, ZOB)",3,"","",""
"5134_3",26,"8754","Sterley, Schule > Kehrsen > (Segrahn >) Gudow > Mölln, Schulberg",3,"","",""
"5133_3",26,"8753","Neu Sterley > Seedorf > Sterley, Schule > Mölln, Schulberg",3,"","",""
"5132_3",26,"8752","Ratzeburg > Schmilau > Sterley, Schule",3,"","",""
"5131_3",26,"8751","Mölln, ZOB > Schmilau > Ratzeburger Schulen",3,"","",""
"5130_3",26,"8750","Bf. Ratzeburg > Vorstadt > Krankenhaus > Schmilau > Mölln, ZOB",3,"","",""
"5129_3",26,"8735","Nusse > Lankau > Stecknitzweg > Mölln, Schulberg",3,"","",""
"5128_3",26,"8734","Koberg > Nusse > Ratzeburger Schulen",3,"","",""
"5127_3",26,"8733","Behlendorf > Nusse > Sandesneben",3,"","",""
"5126_3",26,"8732","Mölln, ZOB > Lankau > Nusse > Koberg > Sandesneben",3,"","",""
"5124_3",26,"8713","Mechow > Bäk > Ratzeburger Schulen",3,"","",""
"5123_3",26,"8712","Klein Disnack > Pogeez > Einhaus > Ratzeburger Schulen",3,"","",""
"5122_3",26,"8514","Mölln, Augustinum > Don-Bosco-Haus > ZOB > Robert-Koch-Park > Lehmrade",3,"","",""
"5121_3",26,"8512","Mölln, ZOB > Hansaviertel > Mölln, ZOB",3,"","",""
"4880_3",26,"8513","Mölln, ZOB > Mölln, Stecknitzweg",3,"","",""
"4879_3",26,"8515","Mölln, ZOB > Bf. Mölln > Wasserkrüger Weg > Hansaviertel > Mölln, ZOB",3,"","",""
"4878_3",26,"8511","Mölln, ZOB > Waldstadt > Mölln, ZOB",3,"","",""
"4877_3",26,"8501","Bf. Ratzeburg > Demolierung  >  DRK > SWR > Vorstadt",3,"","",""
"9462_3",61,"939","Altengamme > Geesthacht, ZOB (Baustellenpendelbus)",3,"","",""
"9160_3",61,"869","Bf. Ahrensburg  >  Ahrensburger Redder  >  Siek",3,"","",""
"9159_3",61,"610","%SB Holstenstraße > Rathausmarkt > %UB Mümmelmannsberg > Bf. Bergedorf",3,"","",""
"9156_3",61,"530","%UB Hammer Kirche > Rothenburgsort > Kaltehofe > Moorfleet > Schule Mittlerer Landweg",3,"","",""
"9154_3",61,"394","%UB%AB Norderstedt Mitte > Friedrichsgabe, Tycho-Brahe-Kehre",3,"","",""
"9153_3",61,"384","Schnelsen, Kalvslohtwiete > Eidelstedter Platz > %SB Elbgaustraße > Neißestraße",3,"","",""
"9152_3",61,"335","%SB Allermöhe > Nettelnburg  > Bf. Bergedorf > Wentorf",3,"","",""
"9151_3",61,"29","Hohenhorst / Bf. Tonndorf > %UB  Billstedt  > %UB Mümmelmannsberg > Bf. Bergedorf",3,"","",""
"9150_3",61,"224","Hauptbahnhof / ZOB > %SB Tiefstack > Fünfhausen > Kirchwerder > Bf. Bergedorf",3,"","",""
"9149_3",61,"122","Hauptbahnhof / ZOB > %SB Tiefstack > Fünfhausen > Reitbrook > Bf. Bergedorf",3,"","",""
"9148_3",61,"X32","%UB%SB Wandsbeker Chaussee > %UB Wandsbek Markt > %UB Horner Rennbahn > Bf. Bergedorf",3,"","",""
"9147_3",61,"X30","%SB Harburg Rathaus > Bf. Harburg > %SB Nettelnburg > Bf. Bergedorf",3,"","",""
"9146_3",61,"X3","Schenefelder Platz > Bahrenfeld > %SB Holstenstraße > %UB Feldstraße > %UB Messberg",3,"","",""
"8864_3",61,"588","Elbuferweg  >  %SB Blankenese",3,"","",""
"8863_3",61,"488","Ring:  %SB Blankenese  >  Strandweg  >  Waseberg  >  %SB Blankenese",3,"","",""
"8862_3",61,"388","Rissen, Falkensteiner Ufer > Rissen > %SB Rissen",3,"","",""
"8775_3",34,"6500","Raa-Besenbek, Achtern Knick  >  Bf. (Holstenstr.) und Bf. (Panjestr.)  >  Kölln-Reisiek",3,"","",""
"8774_3",34,"6669","Moorrege  >  Appen  >  Appen-Etz  >  Pinneberg",3,"","",""
"8773_3",34,"6668","Esingen > Bf. Tornesch > Gewerbegebiet Oha > Ellerhoop",3,"","",""
"8772_3",34,"6667","Uetersen, Buttermarkt  >  Heidgraben  >  Bf. Tornesch",3,"","",""
"8771_3",34,"6665","Haseldorf  >  Altendeich  >  Heist  >  Moorrege  >  Uetersen",3,"","",""
"8770_3",34,"6663","Uetersen  >  Moorrege  >  Appen  >  Bf. Pinneberg",3,"","",""
"8769_3",34,"6661","Uetersen, Buttermarkt  > Uetersen, Am Eichholz  >  Bf. Tornesch",3,"","",""
"8768_3",34,"6660","Uetersen > Groß Nordende > Neuendeich > Uetersen",3,"","",""
"8767_3",34,"6544","Barmstedt  >  Hörnerkirchen  >  Osterhorn",3,"","",""
"8766_3",34,"6543","Barmstedt  >  Bevern  >  Ellerhoop  >  Barmstedt",3,"","",""
"8765_3",34,"6542","Barmstedt  >  Lutzhorn  >  Bokel  >  Hörnerkirchen",3,"","",""
"8764_3",34,"6507","Raa-Besenbek  >  Elmshorn",3,"","",""
"8763_3",34,"6506","Bf. Elmshorn (ZOB)  >  Kurzenmoor  >  Seester  >  Seestermühle",3,"","",""
"8762_3",34,"6505","Kölln-Reisiek  >  Bevern >  Seeth-Ekholt  >  Elmshorn",3,"","",""
"8761_3",34,"6504","Klein Nordende, Bauerweg  >  Bf. E. (Holstenstr.) und Bf. E. (Panjestr.)  >  Zeppelinplatz",3,"","",""
"8760_3",34,"6503","Kl. Nordende > Bf. (Holstenstr.) > Hasenbusch > Zeppelinpl. > Bf. (Panjestr.) > Kölln-R.",3,"","",""
"8759_3",34,"6502","Waldorfschule > Hainholz > Bf. (Berliner Str.) und Bf. (Panjestr.) > Klinikum > Kibek",3,"","",""
"8758_3",34,"6501","Heidkoppelweg/Zeppelinplatz  >  Bf. Elmshorn (Holstenstr.)  >  Hebbelplatz  >  Kibek",3,"","",""
"8757_3",34,"589","Uetersen  >  Heist  >  Haseldorf  >  Holm  >  %SB Wedel",3,"","",""
"8756_3",34,"489","Bf. Elmshorn  >  Uetersen  >  Heist  >  Holm  >  %SB Wedel",3,"","",""
"8632_3",61,"735","Aumühle  >  Wohltorf  >  Wentorf  >  Reinbeker Schulen",3,"","",""
"8631_3",61,"184","Lurup, Neißestraße > %SB Elbgaustraße > Eidelstedter Platz > %SB Halstenbek",3,"","",""
"8369_3",61,"8884","Glinde > Neuschönningstedt > Witzhave > Grande > Trittau",3,"","",""
"8368_3",61,"774","Hoisbüttel / Bünningstedt  >  Timmerhorn  >  Ahrensburger Schulen",3,"","",""
"8367_3",61,"536","%SB Reinbek > Reinbek, Borsigstraße > Reinbek, Senefelder Ring > Glinde, Markt",3,"","",""
"8366_3",61,"533","Kuddewörde > Kasseburg > Möhnsen",3,"","",""
"8365_3",61,"376","Bf. Ahrensburg  >  Großhansdorf  >  Siek  >  Meilsdorf",3,"","",""
"8364_3",61,"333","%UB Steinfurther Allee > Glinde > Neuschönningstedt > Trittau / Sachsenwaldau",3,"","",""
"7716_3",61,"476","Ahrensburg, Auestieg  >  Bf. Ahrensburg  >  Ahrensburg, Freizeitbad",3,"","",""
"7714_3",61,"433","Trittau > Kuddewörde > Friedrichsruh > Aumühle",3,"","",""
"7713_3",61,"432","IKEA Moorfleet > %SB Billwerder-Moorfleet > %UB Billstedt > %UB Steinfurther Allee",3,"","",""
"7712_3",61,"374","Bf. Bargteheide  >   %UB  Hoisbüttel  >  Bergstedt  >   %SB  Poppenbüttel",3,"","",""
"7711_3",61,"133","%UB Billstedt > %UB Steinfurther Allee > Glinde > Neuschönningstedt",3,"","",""
"7254_3",61,"8800","Bf. Bergedorf  >  Geesthacht  > Tesperhude  >  Lauenburg, ZOB",3,"","",""
"7253_3",61,"574","Bergstedt  >  Lemsahl  >  Duvenstedt",3,"","",""
"7252_3",61,"474","Bf. Ahrensburg  >  Ammersbek  >   %UB  Hoisbüttel  >  Bergstedt  >  Duvenstedt",3,"","",""
"6977_3",61,"688","Bf. Altona  >  St. Pauli  >  %UB Gänsemarkt  >  Rathausmarkt",3,"","",""
"6966_3",61,"621","%SB Wedel  >  Sieversstücken  >  %SB Bahrenfeld  >  Bf. Altona",3,"","",""
"6965_3",61,"613","%SB Elbgaustraße  >  Eidelstedter Platz  >  Lohkampstraße  >  %SB Krupunder",3,"","",""
"6964_3",61,"602","Osdorfer Born > %SB Holstenstraße > Rathausmarkt > HafenCity  > Tiefstack",3,"","",""
"6963_3",61,"601","%SB Wedel  >  %SB Blankenese  >  %SB Othmarschen  >  Bf. Altona  >  Rathausmarkt",3,"","",""
"6957_3",61,"389","Wedel, Fährenkamp  >  Wedel, Markt  >  %SB Wedel",3,"","",""
"6955_3",61,"3","Schenefeld > Bahrenfeld > %SB Holstenstr. > Rathausmarkt > Hbf. > Tiefstack",3,"","",""
"6954_3",61,"289","%SB Wedel  >  Moorwegsiedlung  >  %SB Wedel",3,"","",""
"6953_3",61,"288","Pflegezentrum Lutherpark  >  Bf. Altona  >  Fischmarkt",3,"","",""
"6952_3",61,"286","Rissen > Falkenstein > %SB Blankenese > Teufelsbrück > %SB Othmarschen (> Trabrennbahn B.)",3,"","",""
"6951_3",61,"285","Iserbrook  >  Schenefeld  >  %SB Thesdorf  >  Bf. Pinneberg",3,"","",""
"6950_3",61,"284","%UB Niendorf Nord > IKEA Schnelsen > %SB Elbgaustraße > AK Altona",3,"","",""
"6949_3",61,"281","%SB Krupunder > %UB Hagenbecks Tierpark > %UB Lattenkamp / UK Eppendorf",3,"","",""
"6948_3",61,"22","%SB Blankenese  >  EEZ  >  %UB Kellinghusenstraße",3,"","",""
"6947_3",61,"21","%UB Niendorf Nord  >  Eidelstedt  >  Osdorfer Born  >  %SB Klein Flottbek  >  Teufelsbrück",3,"","",""
"6946_3",61,"2","Schenefeld >  Lurup  >  Trabrennbahn Bahrenfeld  >  Bf. Altona",3,"","",""
"6945_3",61,"189","%SB Wedel  >  Schulau  >  Tinsdal  >  %SB Blankenese",3,"","",""
"6944_3",61,"186","%SB Halstenbek > Schenefeld > %SB Elbgaustraße > Osdorf > %SB Othmarschen",3,"","",""
"6943_3",61,"185","Bf. Elmshorn  >  Ellerhoop  >  Kummerfeld  >  Bf. Pinneberg  >  %SB Halstenbek",3,"","",""
"6942_3",61,"15","%SB Othmarschen > Bf. Altona > Alsterchaussee",3,"","",""
"6941_3",61,"1","%SB Rissen  >  %SB Blankenese  >  Schenef. Holt  > Osdorf  >  %SB Othmarschen  >  Bf. Altona",3,"","",""
"6881_3",61,"256","Steinwerder > Arningstraße (Fähre) > %SB Veddel > Überseezentrum",3,"","",""
"6406_3",61,"278","%UB%AB Norderstedt Mitte > %UB Garstedt  >  %UB Ochsenzoll  >  Glashütte",3,"","",""
"5501_3",61,"736","Ohe  >  Neuschönningstedt  >  Schönningstedt  >  Reinbeker Schulen",3,"","",""
"5497_3",61,"638","Geesthacht, ZOB  >  Schnakenbek  >  Tesperhude  >   Lauenburg",3,"","",""
"5496_3",61,"436","%SB Reinbek  >  Schönningstedt  > Ohe",3,"","",""
"5228_3",61,"539","Geesthacht, ZOB > Gewerbegebiet Mitte/West  >  Vierlander Straße / Niedermarschacht",3,"","",""
"5227_3",61,"4402","Avendorf > Tespe > Niedermarschacht",3,"","",""
"5226_3",61,"4400","Bf. Bergedorf > Rönne > Tespe > Avendorf/Bütlingen",3,"","",""
"4743_3",61,"8895","Börnsen  >  Neu-Börnsen  >  Escheburg  >  Voßmoor > Kröppelshagen",3,"","",""
"4742_3",61,"8894","Börnsen / Geesthacht, Heuweg >  Geesthachter Schulen",3,"","",""
"4741_3",61,"8893","Worth  >  Geesthachter Schulen",3,"","",""
"4740_3",61,"8892","Tesperhude  >  Krümmel  >  Geesthachter Schulen",3,"","",""
"4739_3",61,"8891","Lauenburg > Grünhof > Geesthachter Schulen",3,"","",""
"4738_3",61,"8890","Bf. Bergedorf  >  Börnsen > Escheburg  >  Geesthacht, ZOB",3,"","",""
"4737_3",61,"8882","Friedrichsruh / Grande > Kuddewörde > Möhnsen > Kuddewörde / Grande",3,"","",""
"4736_3",61,"8862","Lanze  >  Buchhorst  >  Lauenburg, ZOB",3,"","",""
"4733_3",61,"7141","%AB Henstedt-Ulzburg  >  Nahe  >  Sülfeld  >  Bf. Bad Oldesloe",3,"","",""
"4732_3",61,"6541","Barmstedt  >  Langeln  > Hemdingen  /  %AB Henstedt-Ulzburg",3,"","",""
"4551_3",61,"626","%UB  %AB Norderstedt Mitte  >   Harksheide  >  %UB  %AB Norderstedt Mitte",3,"","",""
"4400_3",61,"627","%SB  Poppenbüttel  >  %UB Hoisbüttel  > Timmerhorn  >  Bf. Bargteheide",3,"","",""
"4399_3",61,"439","Altengamme > Geesthacht, ZOB > Geesthacht, Gewerbegebiet Mercatorstr.",3,"","",""
"4398_3",61,"295","Bf. Pinneberg  >  Ellerbek  >  %AB Bönningstedt  >   %UB  Garstedt",3,"","",""
"4395_3",61,"781","Ellerbek  >  Rellingen  >  Halstenbek, W.-Borchert-Gymnasium",3,"","",""
"4394_3",61,"776","%SB Reinbek / Glinde > Neuschönningstedt > Siek > Großhansdorf > Ahrensburger Schulen",3,"","",""
"3872_3",61,"796","Syltkuhlen  >  Schule Friedrichsgabe",3,"","",""
"3871_3",61,"595","Tangstedt, Siedlung  >  Rellingen, Caspar-Voght-Schule",3,"","",""
"3792_3",61,"733","Havighorst / %UB Steinfurther Allee > Glinder Schulen",3,"","",""
"3536_3",61,"529","%SB  Allermöhe  >   %SB  Nettelnburg (Südeingang)  >  Neuallermöhe",3,"","",""
"3361_3",61,"794","Quickborn-Heide  >  Ellerau  >  Quickborn, Schuldorf",3,"","",""
"3337_3",61,"639","Geesthacht, ZOB > Oberstadt / Heuweg > Geesthacht, ZOB",3,"","",""
"3336_3",61,"239","Geesthacht, ZOB  >  HEW Siedlung  >  Geesthacht, ZOB",3,"","",""
"3147_3",61,"427","Odemanns Heck  >  Schleusendamm  >  Schule Curslack  >  Schule Kirchwerder",3,"","",""
"3076_3",61,"737","Barsbüttel  >  Willinghusen  >  Glinder Schulen > Reinbeker Schulen",3,"","",""
"2188_3",61,"576","Ahrensburg, Freizeitbad  >  Bf. Ahrensburg >  Wulfsdorf",3,"","",""
"2187_3",61,"329","%SB  Allermöhe  >  Neuallermöhe  >  Bf. Bergedorf",3,"","",""
"1782_3",61,"230","%UB Billstedt > Billbrook > Gewerbegbiet Allermöhe > %SB Mittlerer Landweg",3,"","",""
"1781_3",61,"130","%UB  Burgstraße  >   %SB  Rothenburgsort  >  Billbrook  >   %UB  Billstedt",3,"","",""
"1586_3",61,"327","Bf. Bergedorf  > Curslacker Deich > Neuengamme > KZ-Gedenkstätte",3,"","",""
"1246_3",61,"649","Bf. Bergedorf  >  Max-Eichholz-Ring  >  Klosterbergen  >   %SB  Reinbek",3,"","",""
"1232_3",61,"769","Ahr., Auestieg / Ahr., Dänenweg / Wulfsdorf  >  Ahrensburger Schulen",3,"","",""
"1228_3",61,"658","Bf. Ahrensburg  >   %UB  Großhansdorf  >  Hoisdorf  >  Siek  >  Bf. Ahrensburg",3,"","",""
"1227_3",61,"648","%UB  Berne  >  Dänenweg  >  Bf. Ahrensburg",3,"","",""
"1225_3",61,"629","Bf. Bergedorf  >  Nettelnburg  >  Neuallermöhe  >  Bf. Bergedorf",3,"","",""
"1224_3",61,"623","%SB Elbgaustraße  >  %AB Burgwedel  >  %AB Quickborn   >  Quickborn-Heide",3,"","",""
"1223_3",61,"619","%UB  Billstedt  >  Oststeinbek  >  Glinde, Markt",3,"","",""
"1222_3",61,"616","%UB %AB Norderstedt Mitte  >  Harksheide  >  %AB Henstedt-Ulzburg  >  Kisdorf",3,"","",""
"1221_3",61,"609","Bf. Altona  >  Rathausmarkt  >   %UB  Billstedt  >  Bf. Bergedorf  >  Speckenweg",3,"","",""
