gender;length;age;worker;partTimeWorker;averageSpeed;speed;position;height;width;mass
0;0.22;20;True;False;True;0;;1.69;0.46;76.2
0;0.22;18;True;True;True;0;;1.73;0.47;77.55
0;0.22;50;True;False;True;0;;1.72;0.46;85.32
1;0.22;48;True;False;True;0;;1.72;0.46;75.07
1;0.23;40;True;False;True;0;;1.74;0.47;73.8
1;0.23;26;True;True;True;0;;1.74;0.47;64.66
0;0.22;18;True;False;True;0;;1.7;0.46;82.08
0;0.22;29;True;True;True;0;;1.71;0.46;90.99
0;0.22;47;True;False;True;0;;1.69;0.46;75.23
0;0.23;47;True;True;True;0;;1.76;0.48;82.19
0;0.22;52;True;True;True;0;;1.7;0.46;79.05
0;0.23;48;True;False;True;0;;1.75;0.47;87.81
1;0.22;40;True;True;True;0;;1.73;0.47;54.19
0;0.22;35;True;False;True;0;;1.69;0.46;87.73
0;0.22;35;True;False;True;0;;1.69;0.46;92.66
1;0.22;26;True;False;True;0;;1.69;0.46;69.02
1;0.22;56;True;False;True;0;;1.73;0.47;63.29
0;0.23;57;True;True;True;0;;1.74;0.47;83.82
0;0.23;21;True;False;True;0;;1.74;0.47;87.21
1;0.22;39;True;True;True;0;;1.68;0.45;65.48
1;0.22;19;True;False;True;0;;1.71;0.46;62.42
1;0.22;56;True;False;True;0;;1.72;0.46;68.8
1;0.22;53;True;False;True;0;;1.73;0.47;74.56
0;0.22;23;True;False;True;0;;1.71;0.46;80.67
0;0.23;63;True;False;True;0;;1.74;0.47;85.12
1;0.22;29;True;False;True;0;;1.69;0.46;62.81
1;0.23;43;True;False;True;0;;1.76;0.48;69.5
0;0.22;21;True;False;True;0;;1.7;0.46;82.35
1;0.22;37;True;False;True;0;;1.73;0.47;67.85
1;0.22;59;False;False;True;0;;1.73;0.47;77.65
0;0.22;18;False;False;True;0;;1.71;0.46;89.97
0;0.22;20;True;True;True;0;;1.72;0.46;82.4
0;0.23;43;True;False;True;0;;1.74;0.47;82.3
1;0.22;34;False;False;True;0;;1.69;0.46;69.54
1;0.22;52;True;False;True;0;;1.73;0.47;68.17
0;0.22;29;True;True;True;0;;1.7;0.46;95.4
0;0.22;38;True;False;True;0;;1.73;0.47;91.19
0;0.22;58;True;False;True;0;;1.72;0.46;75.96
0;0.22;48;True;False;True;0;;1.72;0.46;87.62
1;0.22;46;True;False;True;0;;1.71;0.46;72.33
1;0.22;26;True;True;True;0;;1.72;0.46;69.07
1;0.23;30;True;False;True;0;;1.74;0.47;75.93
1;0.23;61;True;False;True;0;;1.74;0.47;69.42
1;0.23;58;True;False;True;0;;1.74;0.47;68.92
0;0.23;62;False;False;True;0;;1.76;0.48;88.99
1;0.22;56;True;False;True;0;;1.71;0.46;66.61
0;0.22;26;True;True;True;0;;1.71;0.46;76.45
0;0.22;33;True;False;True;0;;1.7;0.46;84.97
0;0.23;21;True;False;True;0;;1.74;0.47;84.12
0;0.22;27;True;False;True;0;;1.71;0.46;85.45
0;0.22;26;True;True;True;0;;1.71;0.46;73.67
1;0.22;28;True;False;True;0;;1.68;0.45;62.87
1;0.22;24;True;False;True;0;;1.72;0.46;71.05
1;0.23;42;False;False;True;0;;1.74;0.47;64.6
0;0.22;32;True;False;True;0;;1.7;0.46;75.14
1;0.22;20;True;True;True;0;;1.73;0.47;72.7
0;0.22;41;True;True;True;0;;1.69;0.46;78.99
0;0.22;64;True;True;True;0;;1.71;0.46;78.88
1;0.22;57;True;True;True;0;;1.71;0.46;57.15
1;0.22;50;True;False;True;0;;1.71;0.46;68.01
0;0.22;62;True;True;True;0;;1.7;0.46;84.96
1;0.23;54;True;False;True;0;;1.75;0.47;73.94
1;0.22;43;True;True;True;0;;1.72;0.46;69.42
1;0.23;49;True;True;True;0;;1.74;0.47;74.57
1;0.22;38;True;False;True;0;;1.71;0.46;63.08
1;0.22;57;True;False;True;0;;1.72;0.46;67.59
0;0.22;39;False;False;True;0;;1.73;0.47;81.27
1;0.23;43;True;False;True;0;;1.74;0.47;71.43
1;0.23;34;True;False;True;0;;1.74;0.47;66.95
0;0.23;59;True;False;True;0;;1.74;0.47;88.42
1;0.22;63;True;True;True;0;;1.72;0.46;70.83
0;0.22;39;True;False;True;0;;1.7;0.46;87
0;0.23;18;True;False;True;0;;1.74;0.47;86.7
0;0.23;44;True;False;True;0;;1.77;0.48;85.87
1;0.22;46;True;False;True;0;;1.7;0.46;64.43
1;0.22;20;True;False;True;0;;1.7;0.46;68.35
0;0.22;35;True;False;True;0;;1.71;0.46;77.57
1;0.22;51;True;False;True;0;;1.7;0.46;62.57
0;0.23;51;True;True;True;0;;1.74;0.47;84.23
1;0.22;55;False;False;True;0;;1.69;0.46;59.83
1;0.22;19;True;True;True;0;;1.68;0.45;66.91
0;0.22;32;True;False;True;0;;1.71;0.46;82.33
1;0.22;23;True;False;True;0;;1.72;0.46;69.6
0;0.22;48;True;False;True;0;;1.71;0.46;84.77
1;0.22;21;True;False;True;0;;1.7;0.46;56.74
0;0.23;45;True;False;True;0;;1.75;0.47;93.23
1;0.22;52;True;False;True;0;;1.73;0.47;58.85
0;0.23;56;True;False;True;0;;1.75;0.47;82.75
1;0.22;49;False;False;True;0;;1.72;0.46;64.07
1;0.22;60;True;False;True;0;;1.71;0.46;64.99
0;0.22;43;True;False;True;0;;1.73;0.47;85.32
0;0.22;60;True;True;True;0;;1.71;0.46;79.65
0;0.22;36;True;False;True;0;;1.73;0.47;87.51
0;0.22;21;True;False;True;0;;1.71;0.46;86.02
0;0.22;18;True;True;True;0;;1.72;0.46;80.21
0;0.23;19;True;False;True;0;;1.75;0.47;83.69
1;0.22;43;True;True;True;0;;1.7;0.46;65.96
1;0.23;54;True;False;True;0;;1.75;0.47;75.59
1;0.22;42;True;False;True;0;;1.7;0.46;72.94
1;0.22;61;True;False;True;0;;1.72;0.46;65.33
1;0.22;62;True;False;True;0;;1.72;0.46;71.36
0;0.23;44;True;False;True;0;;1.74;0.47;82.93
1;0.22;34;True;False;True;0;;1.73;0.47;70.62
1;0.23;22;True;False;True;0;;1.74;0.47;68.92
0;0.22;50;True;True;True;0;;1.71;0.46;83.91
1;0.22;31;True;True;True;0;;1.71;0.46;70.95
0;0.22;59;True;False;True;0;;1.72;0.46;83.84
1;0.23;59;True;False;True;0;;1.74;0.47;67.44
0;0.22;56;True;False;True;0;;1.7;0.46;83.73
0;0.22;57;True;False;True;0;;1.7;0.46;87.1
0;0.22;37;True;False;True;0;;1.7;0.46;81.9
1;0.22;38;True;False;True;0;;1.71;0.46;71.54
0;0.23;30;True;False;True;0;;1.74;0.47;80.22
1;0.23;30;True;True;True;0;;1.75;0.47;69.62
0;0.22;21;True;False;True;0;;1.69;0.46;85.9
1;0.22;37;True;False;True;0;;1.7;0.46;67.34
1;0.22;29;True;False;True;0;;1.73;0.47;70.65
0;0.22;33;True;False;True;0;;1.73;0.47;89.31
1;0.23;42;True;True;True;0;;1.75;0.47;64.17
1;0.23;42;True;False;True;0;;1.74;0.47;62.12
0;0.22;43;True;True;True;0;;1.69;0.46;79.15
0;0.22;48;False;False;True;0;;1.71;0.46;83.09
0;0.23;31;True;False;True;0;;1.74;0.47;79.19
1;0.22;36;True;False;True;0;;1.69;0.46;68.86
0;0.23;50;True;False;True;0;;1.76;0.48;80.82
0;0.22;48;True;True;True;0;;1.7;0.46;92.35
1;0.22;22;True;False;True;0;;1.73;0.47;69.13
0;0.22;46;True;False;True;0;;1.71;0.46;77.97
1;0.22;50;True;True;True;0;;1.7;0.46;62.31
1;0.23;31;True;False;True;0;;1.74;0.47;68.68
0;0.22;33;True;False;True;0;;1.72;0.46;73.57
1;0.22;38;True;False;True;0;;1.71;0.46;67.27
1;0.22;25;True;False;True;0;;1.72;0.46;66.04
1;0.22;36;True;False;True;0;;1.71;0.46;64.73
0;0.22;22;True;False;True;0;;1.71;0.46;85.94
1;0.22;42;True;False;True;0;;1.69;0.46;70.41
1;0.22;57;True;False;True;0;;1.73;0.47;69.18
1;0.22;23;True;False;True;0;;1.72;0.46;72.88
0;0.22;43;True;False;True;0;;1.71;0.46;86.16
0;0.22;64;True;False;True;0;;1.71;0.46;85.37
1;0.22;55;True;True;True;0;;1.71;0.46;68.77
1;0.22;51;True;False;True;0;;1.73;0.47;73.75
1;0.23;27;True;False;True;0;;1.74;0.47;62.99
0;0.22;22;True;False;True;0;;1.71;0.46;80.62
1;0.23;26;True;False;True;0;;1.74;0.47;60.31
1;0.23;24;True;True;True;0;;1.75;0.47;64.45
1;0.22;33;True;False;True;0;;1.71;0.46;66.03
1;0.22;22;True;False;True;0;;1.73;0.47;83.25
1;0.22;62;True;True;True;0;;1.71;0.46;61.98
1;0.22;57;True;True;True;0;;1.73;0.47;73.76
0;0.22;52;True;True;True;0;;1.72;0.46;82.66
1;0.22;44;True;False;True;0;;1.71;0.46;61.2
0;0.22;26;False;False;True;0;;1.71;0.46;89.95
0;0.23;40;True;False;True;0;;1.75;0.47;84.42
1;0.22;23;True;True;True;0;;1.72;0.46;64.55
0;0.22;30;True;False;True;0;;1.7;0.46;86.92
0;0.22;30;True;False;True;0;;1.72;0.46;81.84
1;0.22;59;True;True;True;0;;1.71;0.46;64.36
1;0.22;45;True;False;True;0;;1.73;0.47;67.83
1;0.23;60;True;False;True;0;;1.75;0.47;64.58
0;0.22;64;True;False;True;0;;1.72;0.46;89.44
0;0.22;19;True;False;True;0;;1.73;0.47;78.13
1;0.22;45;True;True;True;0;;1.72;0.46;67.81
1;0.22;38;True;False;True;0;;1.73;0.47;67.5
0;0.22;36;True;True;True;0;;1.7;0.46;84.77
0;0.22;56;True;False;True;0;;1.68;0.45;88.61
1;0.22;54;False;False;True;0;;1.73;0.47;62.09
0;0.22;25;True;False;True;0;;1.72;0.46;78.26
0;0.22;54;True;False;True;0;;1.71;0.46;91.48
0;0.22;47;True;False;True;0;;1.72;0.46;79.57
1;0.22;56;True;True;True;0;;1.72;0.46;61.34
0;0.22;43;True;False;True;0;;1.69;0.46;87.06
1;0.23;21;True;False;True;0;;1.74;0.47;73.69
1;0.23;48;True;True;True;0;;1.74;0.47;74.41
1;0.22;64;True;True;True;0;;1.73;0.47;64.09
1;0.22;36;False;False;True;0;;1.72;0.46;69.31
1;0.22;28;True;False;True;0;;1.7;0.46;74.72
0;0.22;62;True;True;True;0;;1.72;0.46;84.29
1;0.22;26;False;False;True;0;;1.71;0.46;69
1;0.23;55;True;False;True;0;;1.74;0.47;74.1
0;0.22;60;True;True;True;0;;1.71;0.46;89.01
1;0.22;22;True;True;True;0;;1.72;0.46;66.7
0;0.22;31;True;False;True;0;;1.7;0.46;87.6
0;0.22;46;True;False;True;0;;1.72;0.46;81.08
0;0.22;20;True;True;True;0;;1.68;0.45;81.54
0;0.22;50;True;False;True;0;;1.69;0.46;90.45
0;0.22;25;True;True;True;0;;1.7;0.46;89.07
1;0.22;42;True;False;True;0;;1.71;0.46;62.08
0;0.22;24;True;False;True;0;;1.71;0.46;87.85
1;0.22;29;True;False;True;0;;1.69;0.46;71.64
1;0.22;39;True;False;True;0;;1.7;0.46;76.26
0;0.22;38;True;False;True;0;;1.71;0.46;80.8
0;0.22;27;True;False;True;0;;1.73;0.47;87.96
0;0.22;31;True;False;True;0;;1.71;0.46;86.7
1;0.22;34;True;False;True;0;;1.69;0.46;64.88
0;0.22;44;True;False;True;0;;1.71;0.46;83.9
1;0.22;46;True;False;True;0;;1.72;0.46;63.54
1;0.22;43;True;False;True;0;;1.72;0.46;64.47
0;0.22;45;True;True;True;0;;1.71;0.46;82.21
1;0.22;37;True;True;True;0;;1.71;0.46;78.16
1;0.22;40;True;True;True;0;;1.71;0.46;72.08
0;0.22;55;True;True;True;0;;1.71;0.46;86.16
0;0.22;29;True;True;True;0;;1.71;0.46;78.25
0;0.22;41;True;False;True;0;;1.73;0.47;79.36
1;0.22;32;True;False;True;0;;1.69;0.46;69.67
0;0.22;36;True;False;True;0;;1.72;0.46;83.05
0;0.22;37;True;False;True;0;;1.73;0.47;86.89
0;0.22;46;True;True;True;0;;1.73;0.47;87.34
0;0.22;27;False;False;True;0;;1.73;0.47;90.02
0;0.23;46;True;False;True;0;;1.74;0.47;90.68
0;0.22;27;True;True;True;0;;1.72;0.46;74.96
1;0.22;57;True;True;True;0;;1.7;0.46;69.93
1;0.22;64;True;True;True;0;;1.72;0.46;66.83
1;0.22;62;True;False;True;0;;1.69;0.46;67.36
0;0.23;41;True;False;True;0;;1.75;0.47;87.73
1;0.22;46;True;False;True;0;;1.71;0.46;67.74
0;0.23;51;True;False;True;0;;1.75;0.47;86.42
1;0.22;25;True;True;True;0;;1.69;0.46;68.1
0;0.22;35;True;False;True;0;;1.72;0.46;79.65
0;0.22;28;True;True;True;0;;1.73;0.47;90.73
1;0.22;27;True;False;True;0;;1.69;0.46;67.85
0;0.22;32;True;False;True;0;;1.73;0.47;72.72
1;0.22;57;True;False;True;0;;1.72;0.46;62.75
0;0.22;36;True;True;True;0;;1.72;0.46;84.67
0;0.22;50;True;False;True;0;;1.72;0.46;90.25
0;0.23;48;True;True;True;0;;1.74;0.47;79.5
0;0.23;59;True;True;True;0;;1.74;0.47;87.96
0;0.22;45;True;False;True;0;;1.7;0.46;81.33
1;0.22;41;True;False;True;0;;1.73;0.47;72.83
1;0.22;43;True;True;True;0;;1.7;0.46;66.25
0;0.22;48;True;True;True;0;;1.71;0.46;86.17
0;0.23;36;True;False;True;0;;1.75;0.47;76.12
0;0.22;41;True;False;True;0;;1.7;0.46;76.25
1;0.23;33;True;False;True;0;;1.75;0.47;71.33
1;0.22;31;True;False;True;0;;1.72;0.46;75.48
0;0.22;25;True;False;True;0;;1.72;0.46;83.8
0;0.22;27;True;True;True;0;;1.71;0.46;87.12
0;0.23;45;True;False;True;0;;1.75;0.47;78.97
1;0.22;41;True;False;True;0;;1.72;0.46;68.63
1;0.22;38;True;False;True;0;;1.72;0.46;68.57
1;0.23;58;True;False;True;0;;1.74;0.47;65
0;0.22;19;True;False;True;0;;1.73;0.47;85.27
1;0.23;58;True;True;True;0;;1.74;0.47;70.08
0;0.22;45;True;True;True;0;;1.72;0.46;88.25
1;0.22;47;True;False;True;0;;1.72;0.46;62.97
1;0.22;35;True;False;True;0;;1.71;0.46;59.87
1;0.22;23;False;False;True;0;;1.73;0.47;65.47
1;0.23;56;True;False;True;0;;1.75;0.47;77.82
1;0.22;32;True;False;True;0;;1.7;0.46;62.53
0;0.22;24;True;True;True;0;;1.7;0.46;85.89
1;0.22;62;True;False;True;0;;1.73;0.47;72.23
0;0.22;21;True;False;True;0;;1.72;0.46;85.22
0;0.22;35;True;False;True;0;;1.72;0.46;83.9
0;0.23;50;True;True;True;0;;1.77;0.48;83.83
1;0.22;46;True;False;True;0;;1.7;0.46;68.99
0;0.22;30;True;False;True;0;;1.73;0.47;87.23
1;0.22;39;False;False;True;0;;1.69;0.46;66.4
1;0.23;47;True;False;True;0;;1.76;0.48;71.7
1;0.22;62;True;False;True;0;;1.73;0.47;75.68
1;0.22;39;True;False;True;0;;1.72;0.46;64.7
0;0.22;40;True;True;True;0;;1.72;0.46;83.55
0;0.23;34;True;False;True;0;;1.74;0.47;85.89
1;0.23;19;True;False;True;0;;1.76;0.48;70.61
0;0.22;22;True;False;True;0;;1.71;0.46;79.77
1;0.22;22;True;False;True;0;;1.73;0.47;70.27
1;0.22;56;True;False;True;0;;1.7;0.46;73.27
0;0.22;20;True;False;True;0;;1.72;0.46;81.95
0;0.22;40;True;False;True;0;;1.72;0.46;84.21
1;0.22;33;True;True;True;0;;1.71;0.46;66.52
1;0.22;36;True;True;True;0;;1.71;0.46;65.1
0;0.22;51;True;True;True;0;;1.73;0.47;91.23
0;0.22;41;True;False;True;0;;1.71;0.46;80.74
0;0.22;24;True;True;True;0;;1.71;0.46;89.15
0;0.22;26;True;True;True;0;;1.69;0.46;77.28
0;0.22;21;True;False;True;0;;1.71;0.46;86.37
1;0.22;31;True;False;True;0;;1.72;0.46;70.35
0;0.22;64;True;False;True;0;;1.7;0.46;84.53
0;0.23;59;True;False;True;0;;1.75;0.47;86.55
1;0.23;28;True;False;True;0;;1.74;0.47;65.44
0;0.22;29;True;False;True;0;;1.71;0.46;85.86
1;0.22;34;True;True;True;0;;1.69;0.46;74.84
1;0.22;60;True;False;True;0;;1.69;0.46;66
0;0.22;38;True;False;True;0;;1.71;0.46;82.31
1;0.22;55;True;True;True;0;;1.7;0.46;72.06
1;0.22;39;True;False;True;0;;1.73;0.47;75.49
1;0.22;24;False;False;True;0;;1.72;0.46;75.51
1;0.22;20;True;False;True;0;;1.69;0.46;70.42
0;0.22;51;False;False;True;0;;1.7;0.46;86.74
0;0.22;55;True;True;True;0;;1.71;0.46;86.41
1;0.22;47;True;False;True;0;;1.71;0.46;70.96
1;0.22;32;True;False;True;0;;1.73;0.47;67.41
1;0.22;40;True;False;True;0;;1.71;0.46;80.35
0;0.23;57;True;False;True;0;;1.74;0.47;76.29
1;0.23;48;True;False;True;0;;1.74;0.47;65.35
1;0.22;36;True;True;True;0;;1.73;0.47;67.38
1;0.22;29;True;True;True;0;;1.71;0.46;67.43
1;0.22;26;True;False;True;0;;1.72;0.46;67.83
1;0.22;38;True;False;True;0;;1.71;0.46;76.27
1;0.23;26;True;True;True;0;;1.76;0.48;67.43
1;0.22;40;True;False;True;0;;1.7;0.46;73.89
0;0.22;22;True;False;True;0;;1.72;0.46;87.31
1;0.22;52;True;True;True;0;;1.68;0.45;67.29
0;0.22;19;True;False;True;0;;1.69;0.46;85.12
1;0.22;31;True;True;True;0;;1.7;0.46;64.18
1;0.23;19;True;True;True;0;;1.75;0.47;63.86
0;0.22;40;True;False;True;0;;1.73;0.47;81.48
0;0.22;23;True;False;True;0;;1.69;0.46;77.92
1;0.22;47;True;True;True;0;;1.7;0.46;66.8
0;0.22;32;True;False;True;0;;1.68;0.45;81.52
1;0.23;37;True;True;True;0;;1.74;0.47;63.74
0;0.22;23;True;False;True;0;;1.71;0.46;75.47
0;0.22;26;True;False;True;0;;1.69;0.46;82.93
1;0.22;63;True;False;True;0;;1.71;0.46;78.5
1;0.22;18;True;False;True;0;;1.73;0.47;68.4
1;0.22;35;True;True;True;0;;1.72;0.46;67.62
1;0.22;40;True;False;True;0;;1.72;0.46;75.22
0;0.22;63;True;False;True;0;;1.71;0.46;89.02
1;0.22;39;True;True;True;0;;1.67;0.45;58.23
0;0.22;60;True;True;True;0;;1.71;0.46;87.58
0;0.23;47;True;False;True;0;;1.75;0.47;79.42
1;0.22;28;False;False;True;0;;1.7;0.46;66.65
1;0.22;60;True;True;True;0;;1.73;0.47;68.72
1;0.22;54;True;False;True;0;;1.72;0.46;64.34
1;0.22;45;True;False;True;0;;1.72;0.46;68.16
0;0.22;31;True;False;True;0;;1.73;0.47;86.34
0;0.23;48;True;True;True;0;;1.74;0.47;73.54
0;0.22;35;True;False;True;0;;1.72;0.46;89.81
1;0.23;37;True;False;True;0;;1.75;0.47;72.48
1;0.22;41;True;False;True;0;;1.71;0.46;73.99
0;0.22;28;True;False;True;0;;1.7;0.46;90.87
0;0.22;28;False;False;True;0;;1.67;0.45;80.3
1;0.22;18;True;False;True;0;;1.71;0.46;76.69
0;0.22;27;True;True;True;0;;1.71;0.46;86.47
1;0.22;19;True;False;True;0;;1.71;0.46;69.23
0;0.22;42;True;False;True;0;;1.73;0.47;79.96
0;0.23;40;True;False;True;0;;1.74;0.47;85.04
1;0.22;26;True;False;True;0;;1.73;0.47;70.17
0;0.22;47;True;True;True;0;;1.7;0.46;78.42
0;0.22;42;True;True;True;0;;1.71;0.46;79.83
0;0.22;26;True;False;True;0;;1.72;0.46;79.89
0;0.22;27;True;False;True;0;;1.71;0.46;88.89
0;0.22;37;True;False;True;0;;1.7;0.46;81.21
0;0.22;21;True;True;True;0;;1.71;0.46;78.8
0;0.22;38;True;False;True;0;;1.73;0.47;86.45
0;0.23;22;True;False;True;0;;1.74;0.47;94.63
1;0.23;47;True;False;True;0;;1.74;0.47;67.75
0;0.22;38;True;True;True;0;;1.7;0.46;76.87
0;0.22;27;True;False;True;0;;1.73;0.47;86.92
1;0.22;61;True;True;True;0;;1.72;0.46;63.99
0;0.23;18;True;False;True;0;;1.74;0.47;69.09
1;0.23;24;True;False;True;0;;1.74;0.47;54.78
1;0.22;46;True;False;True;0;;1.71;0.46;64.43
0;0.22;18;True;True;True;0;;1.7;0.46;78.47
0;0.22;25;True;True;True;0;;1.71;0.46;88.59
0;0.22;38;True;False;True;0;;1.73;0.47;88.06
1;0.22;26;True;True;True;0;;1.69;0.46;68.37
0;0.22;32;True;False;True;0;;1.71;0.46;89.88
1;0.22;44;True;True;True;0;;1.73;0.47;65.99
1;0.22;61;True;False;True;0;;1.7;0.46;65.9
1;0.22;54;True;False;True;0;;1.71;0.46;69.48
0;0.22;43;True;False;True;0;;1.69;0.46;83.73
1;0.22;18;True;True;True;0;;1.72;0.46;72.3
0;0.22;61;True;True;True;0;;1.68;0.45;78.09
0;0.22;38;True;False;True;0;;1.72;0.46;91.74
1;0.22;55;True;True;True;0;;1.73;0.47;71.46
0;0.22;35;True;True;True;0;;1.68;0.45;82.29
0;0.22;37;True;False;True;0;;1.72;0.46;86.04
1;0.22;38;True;False;True;0;;1.73;0.47;70.49
0;0.22;36;True;True;True;0;;1.73;0.47;84.1
1;0.22;32;True;False;True;0;;1.7;0.46;59.44
1;0.22;27;True;False;True;0;;1.72;0.46;63.56
0;0.22;18;True;True;True;0;;1.72;0.46;77.86
1;0.22;56;True;False;True;0;;1.72;0.46;68.79
0;0.22;35;True;True;True;0;;1.71;0.46;90.39
0;0.22;56;False;False;True;0;;1.72;0.46;85.55
0;0.23;57;True;False;True;0;;1.74;0.47;90.3
0;0.23;20;True;True;True;0;;1.76;0.48;80.91
0;0.22;36;True;False;True;0;;1.72;0.46;83.43
0;0.22;22;True;False;True;0;;1.73;0.47;80.59
0;0.22;46;True;False;True;0;;1.69;0.46;79.18
1;0.22;62;True;False;True;0;;1.71;0.46;66.31
1;0.22;55;True;True;True;0;;1.72;0.46;64.54
0;0.23;50;True;False;True;0;;1.75;0.47;77.28
1;0.22;22;True;False;True;0;;1.69;0.46;69.43
1;0.22;22;True;False;True;0;;1.71;0.46;65.6
1;0.22;22;True;False;True;0;;1.73;0.47;70.33
1;0.23;48;True;True;True;0;;1.74;0.47;71.7
1;0.22;26;True;False;True;0;;1.7;0.46;67.4
1;0.22;40;True;True;True;0;;1.72;0.46;74.45
1;0.22;45;True;False;True;0;;1.72;0.46;65.81
1;0.22;57;True;False;True;0;;1.7;0.46;69.27
0;0.22;30;False;False;True;0;;1.73;0.47;76
1;0.22;25;True;False;True;0;;1.7;0.46;67.15
1;0.22;35;True;False;True;0;;1.66;0.45;65.31
0;0.23;42;True;True;True;0;;1.75;0.47;83.89
1;0.23;54;True;False;True;0;;1.76;0.48;67.07
1;0.22;40;True;False;True;0;;1.72;0.46;68.77
0;0.22;52;True;False;True;0;;1.73;0.47;87.52
1;0.22;44;True;True;True;0;;1.71;0.46;62.97
1;0.22;49;False;False;True;0;;1.71;0.46;66.75
1;0.22;20;False;False;True;0;;1.7;0.46;65.78
0;0.22;60;True;False;True;0;;1.69;0.46;80.41
1;0.22;20;True;False;True;0;;1.71;0.46;68.11
0;0.22;44;True;False;True;0;;1.69;0.46;86.63
1;0.22;32;True;False;True;0;;1.73;0.47;68.76
1;0.22;34;True;False;True;0;;1.73;0.47;74.21
0;0.22;47;True;True;True;0;;1.7;0.46;84.04
0;0.22;22;True;False;True;0;;1.73;0.47;83.45
0;0.22;18;True;False;True;0;;1.71;0.46;83.9
0;0.22;42;True;False;True;0;;1.71;0.46;86.35
0;0.22;41;True;False;True;0;;1.71;0.46;85.04
1;0.22;25;True;False;True;0;;1.72;0.46;70.62
0;0.22;59;True;False;True;0;;1.73;0.47;92.54
0;0.22;37;True;False;True;0;;1.73;0.47;91.23
0;0.22;35;True;True;True;0;;1.7;0.46;95.45
1;0.22;51;True;False;True;0;;1.73;0.47;74.79
0;0.23;45;True;False;True;0;;1.74;0.47;81.77
0;0.22;58;True;False;True;0;;1.73;0.47;82.74
1;0.22;32;True;False;True;0;;1.68;0.45;66.98
1;0.22;29;False;False;True;0;;1.72;0.46;66.58
0;0.22;40;True;False;True;0;;1.7;0.46;89.77
1;0.23;29;True;False;True;0;;1.74;0.47;62.1
1;0.22;36;True;False;True;0;;1.71;0.46;64.99
1;0.22;49;True;True;True;0;;1.7;0.46;72.24
0;0.22;26;False;False;True;0;;1.73;0.47;93.97
0;0.22;23;True;True;True;0;;1.69;0.46;78.25
0;0.22;57;True;True;True;0;;1.73;0.47;78.74
0;0.22;54;True;False;True;0;;1.73;0.47;86.76
0;0.22;37;True;True;True;0;;1.71;0.46;88.38
0;0.22;30;True;True;True;0;;1.7;0.46;75.33
0;0.23;22;True;True;True;0;;1.75;0.47;84.65
0;0.22;48;True;True;True;0;;1.71;0.46;80.14
0;0.22;24;True;False;True;0;;1.7;0.46;90.18
0;0.22;22;True;False;True;0;;1.73;0.47;76.12
1;0.22;53;True;False;True;0;;1.72;0.46;65.92
1;0.22;63;True;False;True;0;;1.73;0.47;64.53
0;0.23;63;True;False;True;0;;1.74;0.47;86.85
0;0.22;28;True;False;True;0;;1.69;0.46;81.39
1;0.22;43;True;False;True;0;;1.7;0.46;71.2
0;0.22;35;True;True;True;0;;1.71;0.46;80.48
1;0.22;38;True;False;True;0;;1.72;0.46;70.93
1;0.22;37;True;False;True;0;;1.73;0.47;73.13
0;0.22;46;True;True;True;0;;1.72;0.46;84.77
1;0.22;53;True;True;True;0;;1.73;0.47;71.14
0;0.23;59;True;True;True;0;;1.76;0.48;84.29
0;0.22;26;True;False;True;0;;1.73;0.47;78.34
0;0.22;19;False;False;True;0;;1.72;0.46;79.04
1;0.22;52;True;False;True;0;;1.72;0.46;73.62
1;0.23;30;True;True;True;0;;1.74;0.47;71.59
1;0.22;21;True;False;True;0;;1.73;0.47;65.75
0;0.22;26;False;False;True;0;;1.71;0.46;91.42
1;0.23;62;True;True;True;0;;1.74;0.47;70.23
1;0.22;53;True;True;True;0;;1.72;0.46;64.77
0;0.22;28;True;True;True;0;;1.72;0.46;86.92
1;0.23;29;True;True;True;0;;1.75;0.47;68.31
1;0.23;25;True;False;True;0;;1.74;0.47;66.88
1;0.22;47;True;False;True;0;;1.71;0.46;63.08
0;0.23;32;True;True;True;0;;1.74;0.47;92.65
1;0.23;62;True;False;True;0;;1.76;0.48;72.72
1;0.23;21;True;False;True;0;;1.75;0.47;69.38
0;0.22;62;True;False;True;0;;1.71;0.46;89.83
0;0.22;22;True;False;True;0;;1.72;0.46;92.24
0;0.22;25;True;True;True;0;;1.73;0.47;76.8
1;0.22;30;True;True;True;0;;1.71;0.46;68.81
0;0.23;59;True;False;True;0;;1.76;0.48;86.44
1;0.22;55;True;False;True;0;;1.72;0.46;60.91
1;0.22;22;True;True;True;0;;1.71;0.46;65.85
1;0.22;36;True;True;True;0;;1.71;0.46;73.29
1;0.22;40;True;False;True;0;;1.71;0.46;71.69
1;0.22;32;True;False;True;0;;1.69;0.46;73.98
0;0.23;50;True;True;True;0;;1.74;0.47;86.16
0;0.22;49;False;False;True;0;;1.73;0.47;75.39
1;0.23;31;True;False;True;0;;1.74;0.47;70.94
0;0.22;60;True;True;True;0;;1.72;0.46;83.95
1;0.23;51;False;False;True;0;;1.75;0.47;67.73
0;0.22;21;True;False;True;0;;1.73;0.47;79.77
0;0.22;21;True;True;True;0;;1.71;0.46;81.17
0;0.22;24;True;True;True;0;;1.73;0.47;81.1
0;0.22;35;True;False;True;0;;1.71;0.46;82.95
1;0.23;49;True;False;True;0;;1.74;0.47;67.34
1;0.23;63;True;True;True;0;;1.75;0.47;64.91
